branch,minor,date
4.9,94,2018-04-13 19:48:37+02:00
4.9,95,2018-04-20 08:21:08+02:00
4.9,96,2018-04-24 09:34:18+02:00
4.9,97,2018-04-29 11:32:03+02:00
4.9,98,2018-05-01 15:13:10-07:00
4.9,99,2018-05-09 09:50:24+02:00
4.4,1,2016-01-31 11:29:37-08:00
4.4,10,2016-05-11 11:23:26+02:00
4.4,100,2017-11-21 09:21:23+01:00
4.4,101,2017-11-24 08:32:25+01:00
4.4,102,2017-11-24 11:26:29+01:00
4.4,103,2017-11-30 08:37:28+00:00
4.4,104,2017-12-05 11:22:52+01:00
4.4,105,2017-12-09 18:42:44+01:00
4.4,106,2017-12-16 10:33:57+01:00
4.4,107,2017-12-20 10:05:01+01:00
4.4,108,2017-12-25 14:22:16+01:00
4.4,109,2018-01-02 20:33:28+01:00
4.4,11,2016-05-18 17:08:36-07:00
4.4,110,2018-01-05 15:44:27+01:00
4.4,111,2018-01-10 09:27:15+01:00
4.4,112,2018-01-17 09:35:33+01:00
4.4,113,2018-01-23 19:50:18+01:00
4.4,114,2018-01-31 12:06:14+01:00
4.4,115,2018-02-03 17:04:31+01:00
4.4,116,2018-02-16 20:09:48+01:00
4.4,117,2018-02-22 15:45:02+01:00
4.4,118,2018-02-25 11:03:55+01:00
4.4,119,2018-02-28 10:17:24+01:00
4.4,12,2016-06-01 12:16:06-07:00
4.4,120,2018-03-03 10:19:46+01:00
4.4,121,2018-03-11 16:19:47+01:00
4.4,122,2018-03-18 11:17:54+01:00
4.4,123,2018-03-22 09:23:32+01:00
4.4,124,2018-03-24 10:58:49+01:00
4.4,125,2018-03-28 18:40:17+02:00
4.4,126,2018-03-31 18:12:35+02:00
4.4,127,2018-04-08 11:52:02+02:00
4.4,128,2018-04-13 19:50:28+02:00
4.4,129,2018-04-24 09:32:12+02:00
4.4,13,2016-06-07 18:14:51-07:00
4.4,130,2018-04-29 07:50:07+02:00
4.4,131,2018-05-02 07:53:43-07:00
4.4,132,2018-05-16 10:06:53+02:00
4.4,133,2018-05-26 08:49:01+02:00
4.4,134,2018-05-30 07:49:18+02:00
4.4,135,2018-05-30 22:11:35+02:00
4.4,136,2018-06-06 16:46:24+02:00
4.4,137,2018-06-13 16:15:29+02:00
4.4,138,2018-06-16 09:54:27+02:00
4.4,139,2018-07-03 11:21:35+02:00
4.4,14,2016-06-24 10:18:38-07:00
4.4,140,2018-07-11 16:03:52+02:00
4.4,141,2018-07-17 11:31:46+02:00
4.4,142,2018-07-19 15:35:58+02:00
4.4,143,2018-07-22 14:25:54+02:00
4.4,144,2018-07-25 10:18:33+02:00
4.4,145,2018-07-28 07:45:05+02:00
4.4,146,2018-08-06 16:24:42+02:00
4.4,147,2018-08-09 12:19:28+02:00
4.4,148,2018-08-15 17:42:11+02:00
4.4,149,2018-08-17 20:56:45+02:00
4.4,15,2016-07-11 09:31:24-07:00
4.4,150,2018-08-18 10:45:38+02:00
4.4,151,2018-08-22 07:48:38+02:00
4.4,152,2018-08-24 13:27:02+02:00
4.4,153,2018-08-28 07:23:44+02:00
4.4,154,2018-09-05 09:18:41+02:00
4.4,155,2018-09-09 20:04:37+02:00
4.4,156,2018-09-15 09:40:42+02:00
4.4,157,2018-09-19 22:49:00+02:00
4.4,158,2018-09-26 08:35:10+02:00
4.4,159,2018-09-29 03:08:55-07:00
4.4,16,2016-07-27 09:48:30-07:00
4.4,160,2018-10-10 08:52:13+02:00
4.4,161,2018-10-13 09:11:36+02:00
4.4,162,2018-10-20 09:52:38+02:00
4.4,163,2018-11-10 07:41:44-08:00
4.4,164,2018-11-21 09:27:45+01:00
4.4,165,2018-11-27 16:08:03+01:00
4.4,166,2018-12-01 09:46:41+01:00
4.4,167,2018-12-13 09:21:37+01:00
4.4,168,2018-12-17 21:55:18+01:00
4.4,169,2018-12-21 14:09:54+01:00
4.4,17,2016-08-10 11:49:43+02:00
4.4,170,2019-01-13 10:05:34+01:00
4.4,171,2019-01-16 22:16:12+01:00
4.4,172,2019-01-26 09:42:55+01:00
4.4,173,2019-02-06 19:43:08+01:00
4.4,174,2019-02-08 11:25:33+01:00
4.4,175,2019-02-20 10:13:24+01:00
4.4,176,2019-02-23 09:05:14+01:00
4.4,177,2019-03-23 08:44:40+01:00
4.4,178,2019-04-03 06:23:29+02:00
4.4,179,2019-04-27 09:34:03+02:00
4.4,18,2016-08-16 09:31:54+02:00
4.4,180,2019-05-16 19:45:18+02:00
4.4,181,2019-06-11 12:24:13+02:00
4.4,182,2019-06-17 19:54:23+02:00
4.4,183,2019-06-22 08:18:27+02:00
4.4,184,2019-06-27 08:13:33+08:00
4.4,185,2019-07-10 09:56:45+02:00
4.4,186,2019-07-21 09:07:16+02:00
4.4,187,2019-08-04 09:35:02+02:00
4.4,188,2019-08-06 18:28:29+02:00
4.4,189,2019-08-11 12:20:49+02:00
4.4,19,2016-08-20 18:09:38+02:00
4.4,190,2019-08-25 10:53:06+02:00
4.4,191,2019-09-06 10:18:17+02:00
4.4,192,2019-09-10 10:29:50+01:00
4.4,193,2019-09-16 08:13:37+02:00
4.4,194,2019-09-21 07:12:54+02:00
4.4,195,2019-10-05 12:27:56+02:00
4.4,196,2019-10-07 21:01:07+02:00
4.4,197,2019-10-17 13:41:06-07:00
4.4,198,2019-10-29 09:13:33+01:00
4.4,199,2019-11-06 12:09:27+01:00
4.4,2,2016-02-17 12:31:25-08:00
4.4,20,2016-09-07 08:32:59+02:00
4.4,200,2019-11-10 11:21:39+01:00
4.4,201,2019-11-12 19:13:37+01:00
4.4,202,2019-11-16 10:27:52+01:00
4.4,203,2019-11-25 15:54:52+01:00
4.4,204,2019-11-28 18:26:30+01:00
4.4,205,2019-11-29 09:30:25+01:00
4.4,206,2019-12-05 15:27:18+01:00
4.4,207,2019-12-21 10:35:48+01:00
4.4,208,2020-01-04 13:34:38+01:00
4.4,209,2020-01-12 11:22:53+01:00
4.4,21,2016-09-15 08:29:29+02:00
4.4,210,2020-01-14 20:03:08+01:00
4.4,211,2020-01-23 08:18:41+01:00
4.4,212,2020-01-29 10:21:53+01:00
4.4,213,2020-02-05 13:03:47+00:00
4.4,214,2020-02-14 16:30:02-05:00
4.4,215,2020-02-28 15:39:19+01:00
4.4,216,2020-03-11 07:51:19+01:00
4.4,217,2020-03-20 09:06:35+01:00
4.4,218,2020-04-02 19:02:40+02:00
4.4,219,2020-04-13 10:31:35+02:00
4.4,22,2016-09-24 10:08:14+02:00
4.4,220,2020-04-24 07:57:27+02:00
4.4,221,2020-05-02 17:20:55+02:00
4.4,222,2020-05-05 19:13:25+02:00
4.4,223,2020-05-10 10:26:37+02:00
4.4,224,2020-05-20 08:11:57+02:00
4.4,225,2020-05-27 16:40:34+02:00
4.4,226,2020-06-03 08:12:16+02:00
4.4,227,2020-06-11 09:21:41+02:00
4.4,228,2020-06-20 10:23:25+02:00
4.4,229,2020-06-30 16:26:28-04:00
4.4,23,2016-09-30 10:20:43+02:00
4.4,230,2020-07-09 09:35:09+02:00
4.4,231,2020-07-22 09:10:07+02:00
4.4,232,2020-07-31 16:43:17+02:00
4.4,233,2020-08-21 10:53:08+02:00
4.4,234,2020-08-26 10:27:10+02:00
4.4,235,2020-09-03 11:19:28+02:00
4.4,236,2020-09-12 11:45:33+02:00
4.4,237,2020-09-23 08:44:28+02:00
4.4,238,2020-10-01 11:11:58+02:00
4.4,239,2020-10-14 09:46:23+02:00
4.4,24,2016-10-07 15:23:59+02:00
4.4,240,2020-10-17 11:03:31+02:00
4.4,241,2020-10-29 09:03:11+01:00
4.4,242,2020-11-10 10:22:21+01:00
4.4,243,2020-11-10 21:03:57+01:00
4.4,244,2020-11-18 18:25:04+01:00
4.4,245,2020-11-22 09:56:59+01:00
4.4,246,2020-11-24 12:48:13+01:00
4.4,247,2020-12-02 08:29:29+01:00
4.4,248,2020-12-11 13:36:47+01:00
4.4,249,2020-12-29 13:42:46+01:00
4.4,25,2016-10-16 17:48:03+02:00
4.4,250,2021-01-09 13:34:16+01:00
4.4,251,2021-01-12 19:47:57+01:00
4.4,252,2021-01-17 13:55:14+01:00
4.4,253,2021-01-23 15:36:57+01:00
4.4,254,2021-01-30 13:25:58+01:00
4.4,255,2021-02-03 23:16:18+01:00
4.4,256,2021-02-05 14:07:43+01:00
4.4,257,2021-02-10 09:07:28+01:00
4.4,258,2021-02-23 13:58:14+01:00
4.4,259,2021-03-03 16:44:24+01:00
4.4,26,2016-10-20 10:01:03+02:00
4.4,260,2021-03-07 11:24:22+01:00
4.4,261,2021-03-11 13:46:36+01:00
4.4,262,2021-03-17 16:07:24+01:00
4.4,263,2021-03-24 10:57:01+01:00
4.4,264,2021-03-30 14:45:01+02:00
4.4,265,2021-04-07 12:04:22+02:00
4.4,266,2021-04-10 13:01:58+02:00
4.4,267,2021-04-16 12:00:23+02:00
4.4,268,2021-04-28 12:05:48+02:00
4.4,269,2021-05-22 10:38:30+02:00
4.4,27,2016-10-22 12:27:13+02:00
4.4,270,2021-05-26 11:27:34+02:00
4.4,271,2021-06-03 08:22:09+02:00
4.4,272,2021-06-10 12:41:36+02:00
4.4,273,2021-06-16 11:34:54+02:00
4.4,274,2021-06-30 09:24:34-04:00
4.4,275,2021-07-11 12:45:27+02:00
4.4,276,2021-07-20 16:22:44+02:00
4.4,277,2021-07-28 09:12:37+02:00
4.4,278,2021-08-04 11:56:46+02:00
4.4,279,2021-08-08 08:37:47+02:00
4.4,28,2016-10-28 03:53:25-04:00
4.4,280,2021-08-10 17:39:42+02:00
4.4,281,2021-08-15 12:59:57+02:00
4.4,282,2021-08-26 09:19:05-04:00
4.4,283,2021-09-03 09:43:08+02:00
4.4,284,2021-09-22 11:41:28+02:00
4.4,285,2021-09-26 13:33:47+02:00
4.4,286,2021-10-06 10:22:26+02:00
4.4,287,2021-10-07 08:30:44+02:00
4.4,288,2021-10-09 13:24:30+02:00
4.4,289,2021-10-17 10:04:44+02:00
4.4,29,2016-10-31 06:15:26-06:00
4.4,290,2021-10-27 09:32:41+02:00
4.4,291,2021-11-02 17:38:12+01:00
4.4,292,2021-11-12 13:17:08+01:00
4.4,293,2021-11-26 11:58:45+01:00
4.4,294,2021-12-08 08:44:08+01:00
4.4,295,2021-12-14 10:03:51+01:00
4.4,296,2021-12-22 09:04:19+01:00
4.4,297,2021-12-29 11:50:30+01:00
4.4,298,2022-01-05 12:30:28+01:00
4.4,299,2022-01-11 13:37:12+01:00
4.4,3,2016-02-25 12:01:36-08:00
4.4,30,2016-10-31 19:56:58-06:00
4.4,300,2022-01-27 08:46:21+01:00
4.4,301,2022-01-29 10:14:33+01:00
4.4,302,2022-02-03 09:27:54+01:00
4.4,31,2016-11-10 16:37:00+01:00
4.4,32,2016-11-15 07:47:35+01:00
4.4,33,2016-11-18 10:49:03+01:00
4.4,34,2016-11-21 10:06:53+01:00
4.4,35,2016-11-26 09:55:04+01:00
4.4,36,2016-12-02 09:09:18+01:00
4.4,37,2016-12-08 07:15:46+01:00
4.4,38,2016-12-10 19:08:05+01:00
4.4,39,2016-12-15 08:49:34-08:00
4.4,4,2016-03-03 15:10:04-08:00
4.4,40,2017-01-06 11:16:31+01:00
4.4,41,2017-01-09 08:08:10+01:00
4.4,42,2017-01-12 11:23:02+01:00
4.4,43,2017-01-15 13:41:49+01:00
4.4,44,2017-01-20 10:56:50+01:00
4.4,45,2017-01-26 08:24:03+01:00
4.4,46,2017-02-01 08:31:11+01:00
4.4,47,2017-02-04 09:45:26+01:00
4.4,48,2017-02-09 08:02:59+01:00
4.4,49,2017-02-14 15:23:09-08:00
4.4,5,2016-03-09 15:35:58-08:00
4.4,50,2017-02-18 16:39:37+01:00
4.4,51,2017-02-23 17:43:20+01:00
4.4,52,2017-02-26 11:08:29+01:00
4.4,53,2017-03-12 06:37:49+01:00
4.4,54,2017-03-15 09:57:56+08:00
4.4,55,2017-03-18 19:10:23+08:00
4.4,56,2017-03-22 12:17:51+01:00
4.4,57,2017-03-26 12:13:55+02:00
4.4,58,2017-03-30 09:36:33+02:00
4.4,59,2017-03-31 10:17:09+02:00
4.4,6,2016-03-16 08:43:17-07:00
4.4,60,2017-04-08 09:53:53+02:00
4.4,61,2017-04-12 12:38:50+02:00
4.4,62,2017-04-18 07:15:37+02:00
4.4,63,2017-04-21 09:30:24+02:00
4.4,64,2017-04-27 09:09:53+02:00
4.4,65,2017-04-30 05:50:11+02:00
4.4,66,2017-05-02 21:20:09-07:00
4.4,67,2017-05-08 07:46:17+02:00
4.4,68,2017-05-14 13:33:15+02:00
4.4,69,2017-05-20 14:27:22+02:00
4.4,7,2016-04-12 09:09:26-07:00
4.4,70,2017-05-25 14:50:50+02:00
4.4,71,2017-06-07 12:06:14+02:00
4.4,72,2017-06-14 13:43:38+02:00
4.4,73,2017-06-17 06:40:54+02:00
4.4,74,2017-06-26 07:13:24+02:00
4.4,75,2017-06-29 12:49:08+02:00
4.4,76,2017-07-05 14:39:21+02:00
4.4,77,2017-07-15 11:58:03+02:00
4.4,78,2017-07-21 07:45:10+02:00
4.4,79,2017-07-27 15:06:26-07:00
4.4,8,2016-04-20 15:44:02+09:00
4.4,80,2017-08-06 19:20:47-07:00
4.4,81,2017-08-11 09:22:51-07:00
4.4,82,2017-08-12 19:29:34-07:00
4.4,83,2017-08-16 13:40:42-07:00
4.4,84,2017-08-24 17:02:58-07:00
4.4,85,2017-08-30 10:19:42+02:00
4.4,86,2017-09-02 07:07:05+02:00
4.4,87,2017-09-07 08:34:25+02:00
4.4,88,2017-09-13 14:10:05-07:00
4.4,89,2017-09-27 11:00:37+02:00
4.4,9,2016-05-04 14:50:15-07:00
4.4,90,2017-10-05 09:41:59+02:00
4.4,91,2017-10-08 10:24:24+02:00
4.4,92,2017-10-12 11:27:40+02:00
4.4,93,2017-10-18 09:20:43+02:00
4.4,94,2017-10-21 17:09:07+02:00
4.4,95,2017-10-27 10:23:18+02:00
4.4,96,2017-11-02 09:40:50+01:00
4.4,97,2017-11-08 10:06:31+01:00
4.4,98,2017-11-15 17:13:14+01:00
4.4,99,2017-11-18 11:11:07+01:00
4.1,1,2015-06-29 12:55:35-07:00
4.1,10,2015-10-03 13:49:38+02:00
4.1,11,2015-10-22 14:43:44-07:00
4.1,12,2015-10-27 09:52:28+09:00
4.1,13,2015-11-09 14:34:10-08:00
4.1,14,2015-12-09 14:03:42-05:00
4.1,15,2015-12-14 21:24:51-08:00
4.1,16,2016-01-22 20:54:23-08:00
4.1,17,2016-01-31 11:23:48-08:00
4.1,18,2016-02-15 15:46:24-05:00
4.1,19,2016-03-04 16:55:54-05:00
4.1,2,2015-07-10 09:50:06-07:00
4.1,20,2016-03-17 14:11:03-04:00
4.1,21,2016-04-03 18:26:26-04:00
4.1,22,2016-04-19 07:58:05-04:00
4.1,23,2016-04-23 16:46:56-04:00
4.1,24,2016-05-11 00:10:35-04:00
4.1,25,2016-05-20 21:46:13-04:00
4.1,26,2016-06-06 19:13:11-04:00
4.1,27,2016-06-22 23:59:54-04:00
4.1,28,2016-07-13 14:17:46-04:00
4.1,29,2016-07-29 21:39:34-04:00
4.1,3,2015-07-21 10:10:33-07:00
4.1,30,2016-08-08 22:11:45-04:00
4.1,31,2016-08-22 09:50:48-04:00
4.1,32,2016-09-02 22:46:14-04:00
4.1,33,2016-09-17 18:54:14-04:00
4.1,34,2016-10-09 10:18:45-04:00
4.1,35,2016-10-22 16:05:53-04:00
4.1,36,2016-11-29 11:34:50-05:00
4.1,37,2016-12-24 11:09:44-05:00
4.1,38,2017-01-18 13:48:06-05:00
4.1,39,2017-03-13 16:04:36-04:00
4.1,4,2015-08-03 09:30:08-07:00
4.1,40,2017-05-27 19:04:04-04:00
4.1,41,2017-06-15 09:20:49-04:00
4.1,42,2017-06-29 10:55:48-04:00
4.1,43,2017-08-05 19:56:14-04:00
4.1,44,2017-09-14 11:55:04-04:00
4.1,45,2017-10-16 18:54:53-04:00
4.1,46,2017-11-07 22:44:28-05:00
4.1,47,2017-12-03 10:08:35-05:00
4.1,48,2017-12-12 10:21:44-05:00
4.1,49,2018-01-22 12:40:06-08:00
4.1,5,2015-08-10 12:22:34-07:00
4.1,50,2018-03-05 16:35:54-05:00
4.1,51,2018-03-27 16:15:21-04:00
4.1,52,2018-05-27 22:26:45-04:00
4.1,6,2015-08-16 20:52:51-07:00
4.1,7,2015-09-13 09:12:06-07:00
4.1,8,2015-09-21 10:06:02-07:00
4.1,9,2015-09-29 19:26:41+02:00
4.1,1,2017-02-26 11:09:33+01:00
4.1,10,2017-04-12 12:43:04+02:00
4.1,11,2017-04-18 06:59:49+02:00
4.1,12,2017-04-21 09:32:55+02:00
4.1,13,2017-04-27 09:13:25+02:00
4.1,14,2017-05-03 08:37:52-07:00
4.1,15,2017-05-08 07:49:54+02:00
4.1,16,2017-05-14 14:08:51+02:00
4.1,17,2017-05-20 14:38:27+02:00
4.1,2,2017-03-12 06:45:50+01:00
4.1,3,2017-03-15 10:23:00+08:00
4.1,4,2017-03-18 19:19:00+08:00
4.1,5,2017-03-22 13:38:58+01:00
4.1,6,2017-03-26 13:08:23+02:00
4.1,7,2017-03-30 09:44:36+02:00
4.1,8,2017-03-31 10:33:52+02:00
4.1,9,2017-04-08 09:35:38+02:00
4.1,1,2017-05-14 14:06:16+02:00
4.1,10,2017-07-12 16:54:12+02:00
4.1,11,2017-07-15 13:04:51+02:00
4.1,12,2017-07-21 07:19:02+02:00
4.1,2,2017-05-20 14:50:04+02:00
4.1,3,2017-05-25 15:46:45+02:00
4.1,4,2017-06-07 12:10:31+02:00
4.1,5,2017-06-14 15:08:04+02:00
4.1,6,2017-06-17 06:47:27+02:00
4.1,7,2017-06-24 07:06:40+02:00
4.1,8,2017-06-29 13:03:17+02:00
4.1,9,2017-07-05 14:41:57+02:00
4.1,1,2017-07-12 16:55:36+02:00
4.1,10,2017-08-30 10:32:30+02:00
4.1,11,2017-09-07 08:37:34+02:00
4.1,12,2017-09-10 07:47:49+02:00
4.1,13,2017-09-13 14:18:03-07:00
4.1,14,2017-09-20 08:25:38+02:00
4.1,2,2017-07-15 13:09:20+02:00
4.1,3,2017-07-21 06:59:24+02:00
4.1,4,2017-07-27 15:10:39-07:00
4.1,5,2017-08-06 09:22:44-07:00
4.1,6,2017-08-11 08:34:14-07:00
4.1,7,2017-08-12 19:34:48-07:00
4.1,8,2017-08-16 13:47:18-07:00
4.1,9,2017-08-24 17:15:18-07:00
4.1,1,2017-09-10 07:45:52+02:00
4.1,10,2017-10-27 10:39:17+02:00
4.1,11,2017-11-02 09:54:50+01:00
4.1,12,2017-11-08 10:17:19+01:00
4.1,13,2017-11-15 10:09:19+01:00
4.1,14,2017-11-18 11:30:40+01:00
4.1,15,2017-11-21 10:24:36+01:00
4.1,16,2017-11-24 08:35:59+01:00
4.1,2,2017-09-13 14:21:49-07:00
4.1,3,2017-09-20 08:28:17+02:00
4.1,4,2017-09-27 14:43:35+02:00
4.1,5,2017-10-05 09:47:47+02:00
4.1,6,2017-10-12 11:56:20+02:00
4.1,7,2017-10-14 15:38:17+02:00
4.1,8,2017-10-18 09:38:33+02:00
4.1,9,2017-10-21 17:55:07+02:00
4.1,1,2017-11-21 09:49:25+01:00
4.1,10,2017-12-29 17:53:50+01:00
4.1,100,2019-02-15 08:09:14+01:00
4.1,101,2019-02-15 09:08:56+01:00
4.1,102,2019-02-20 10:20:56+01:00
4.1,103,2019-02-23 09:06:44+01:00
4.1,104,2019-02-27 10:08:09+01:00
4.1,105,2019-03-05 17:58:03+01:00
4.1,106,2019-03-13 14:03:24-07:00
4.1,107,2019-03-19 13:13:25+01:00
4.1,108,2019-03-23 14:35:32+01:00
4.1,109,2019-03-27 14:13:56+09:00
4.1,11,2018-01-02 20:31:17+01:00
4.1,110,2019-04-03 06:25:21+02:00
4.1,111,2019-04-05 22:31:40+02:00
4.1,112,2019-04-17 08:37:55+02:00
4.1,113,2019-04-20 09:15:10+02:00
4.1,114,2019-04-27 09:35:42+02:00
4.1,115,2019-05-02 09:40:34+02:00
4.1,116,2019-05-04 09:15:23+02:00
4.1,117,2019-05-08 07:20:54+02:00
4.1,118,2019-05-10 17:53:15+02:00
4.1,119,2019-05-14 19:18:47+02:00
4.1,12,2018-01-05 15:48:59+01:00
4.1,120,2019-05-16 19:42:36+02:00
4.1,121,2019-05-21 18:50:21+02:00
4.1,122,2019-05-25 18:25:38+02:00
4.1,123,2019-05-31 06:47:36-07:00
4.1,124,2019-06-09 09:18:21+02:00
4.1,125,2019-06-11 12:21:51+02:00
4.1,126,2019-06-15 11:55:00+02:00
4.1,127,2019-06-17 19:52:45+02:00
4.1,128,2019-06-19 08:21:00+02:00
4.1,129,2019-06-22 08:16:19+02:00
4.1,13,2018-01-10 09:31:23+01:00
4.1,130,2019-06-25 11:36:55+08:00
4.1,131,2019-06-27 08:15:09+08:00
4.1,132,2019-07-03 13:16:04+02:00
4.1,133,2019-07-10 09:54:43+02:00
4.1,134,2019-07-21 09:04:43+02:00
4.1,135,2019-07-31 07:28:59+02:00
4.1,136,2019-08-04 09:32:04+02:00
4.1,137,2019-08-06 19:05:30+02:00
4.1,138,2019-08-09 17:53:37+02:00
4.1,139,2019-08-16 10:13:59+02:00
4.1,14,2018-01-17 09:45:30+01:00
4.1,140,2019-08-25 10:50:29+02:00
4.1,141,2019-08-29 08:26:46+02:00
4.1,142,2019-09-06 10:21:01+02:00
4.1,143,2019-09-10 10:32:22+01:00
4.1,144,2019-09-16 08:20:46+02:00
4.1,145,2019-09-19 09:08:09+02:00
4.1,146,2019-09-21 07:15:48+02:00
4.1,147,2019-10-05 12:48:14+02:00
4.1,148,2019-10-07 18:55:23+02:00
4.1,149,2019-10-11 18:18:50+02:00
4.1,15,2018-01-23 19:58:21+01:00
4.1,150,2019-10-17 13:44:04-07:00
4.1,151,2019-10-29 09:17:49+01:00
4.1,152,2019-11-06 12:43:42+01:00
4.1,153,2019-11-10 11:25:43+01:00
4.1,154,2019-11-12 19:19:08+01:00
4.1,155,2019-11-20 18:00:54+01:00
4.1,156,2019-11-24 08:23:35+01:00
4.1,157,2019-12-01 09:14:37+01:00
4.1,158,2019-12-05 15:38:36+01:00
4.1,159,2019-12-17 20:40:05+01:00
4.1,16,2018-01-31 14:03:50+01:00
4.1,160,2019-12-21 10:47:56+01:00
4.1,161,2019-12-31 12:38:09+01:00
4.1,162,2020-01-04 14:00:23+01:00
4.1,163,2020-01-09 10:18:00+01:00
4.1,164,2020-01-12 12:12:09+01:00
4.1,165,2020-01-14 20:05:49+01:00
4.1,166,2020-01-17 19:45:55+01:00
4.1,167,2020-01-23 08:20:37+01:00
4.1,168,2020-01-27 14:46:54+01:00
4.1,169,2020-01-29 15:02:39+01:00
4.1,17,2018-02-03 17:39:25+01:00
4.1,170,2020-02-05 14:18:29+00:00
4.1,171,2020-02-14 16:32:24-05:00
4.1,172,2020-02-28 16:36:17+01:00
4.1,173,2020-03-11 18:03:09+01:00
4.1,174,2020-03-20 10:54:27+01:00
4.1,175,2020-04-02 16:34:38+02:00
4.1,176,2020-04-13 10:34:39+02:00
4.1,177,2020-04-24 08:01:25+02:00
4.1,178,2020-05-02 17:24:47+02:00
4.1,179,2020-05-05 19:15:53+02:00
4.1,18,2018-02-07 11:12:26-08:00
4.1,180,2020-05-10 10:29:03+02:00
4.1,181,2020-05-20 08:17:19+02:00
4.1,182,2020-05-27 16:43:13+02:00
4.1,183,2020-06-03 08:18:13+02:00
4.1,184,2020-06-11 09:23:02+02:00
4.1,185,2020-06-20 10:25:21+02:00
4.1,186,2020-06-25 15:42:02+02:00
4.1,187,2020-06-30 16:24:19-04:00
4.1,188,2020-07-09 09:36:33+02:00
4.1,189,2020-07-22 09:22:29+02:00
4.1,19,2018-02-13 10:19:50+01:00
4.1,190,2020-07-29 07:42:58+02:00
4.1,191,2020-07-31 16:44:45+02:00
4.1,192,2020-08-05 10:06:53+02:00
4.1,193,2020-08-07 09:38:42+02:00
4.1,194,2020-08-21 09:48:24+02:00
4.1,195,2020-08-26 10:30:00+02:00
4.1,196,2020-09-03 11:22:34+02:00
4.1,197,2020-09-09 19:03:14+02:00
4.1,198,2020-09-12 13:39:12+02:00
4.1,199,2020-09-23 10:46:37+02:00
4.1,2,2017-11-24 08:37:05+01:00
4.1,20,2018-02-16 20:23:12+01:00
4.1,200,2020-10-01 13:12:53+02:00
4.1,201,2020-10-14 09:51:14+02:00
4.1,202,2020-10-17 10:29:55+02:00
4.1,203,2020-10-29 09:07:21+01:00
4.1,204,2020-11-05 11:07:06+01:00
4.1,205,2020-11-10 10:29:08+01:00
4.1,206,2020-11-10 21:10:29+01:00
4.1,207,2020-11-18 18:28:03+01:00
4.1,208,2020-11-22 10:00:25+01:00
4.1,209,2020-11-24 13:05:58+01:00
4.1,21,2018-02-22 15:42:33+01:00
4.1,210,2020-12-02 08:34:45+01:00
4.1,211,2020-12-08 10:17:35+01:00
4.1,212,2020-12-11 13:39:07+01:00
4.1,213,2020-12-29 13:47:12+01:00
4.1,214,2021-01-09 13:37:40+01:00
4.1,215,2021-01-12 20:09:15+01:00
4.1,216,2021-01-17 13:59:01+01:00
4.1,217,2021-01-23 15:48:48+01:00
4.1,218,2021-01-30 13:31:17+01:00
4.1,219,2021-02-03 23:22:23+01:00
4.1,22,2018-02-25 11:08:04+01:00
4.1,220,2021-02-07 14:47:41+01:00
4.1,221,2021-02-10 09:12:10+01:00
4.1,222,2021-02-23 14:00:34+01:00
4.1,223,2021-03-03 18:22:57+01:00
4.1,224,2021-03-07 11:27:46+01:00
4.1,225,2021-03-11 13:51:06+01:00
4.1,226,2021-03-17 16:34:35+01:00
4.1,227,2021-03-24 11:05:06+01:00
4.1,228,2021-03-30 14:40:13+02:00
4.1,229,2021-04-07 12:47:05+02:00
4.1,23,2018-02-28 10:19:45+01:00
4.1,230,2021-04-10 13:20:12+02:00
4.1,231,2021-04-16 11:57:53+02:00
4.1,232,2021-04-28 12:08:44+02:00
4.1,233,2021-05-22 10:57:43+02:00
4.1,234,2021-05-26 11:47:01+02:00
4.1,235,2021-06-03 08:36:26+02:00
4.1,236,2021-06-10 12:43:54+02:00
4.1,237,2021-06-16 11:53:05+02:00
4.1,238,2021-06-30 09:21:52-04:00
4.1,239,2021-07-11 12:48:13+02:00
4.1,24,2018-03-03 10:24:39+01:00
4.1,240,2021-07-20 16:17:56+02:00
4.1,241,2021-07-28 11:12:20+02:00
4.1,242,2021-08-04 12:22:17+02:00
4.1,243,2021-08-08 08:53:30+02:00
4.1,244,2021-08-15 13:03:33+02:00
4.1,245,2021-08-26 08:57:28-04:00
4.1,246,2021-09-03 09:56:26+02:00
4.1,247,2021-09-22 11:45:35+02:00
4.1,248,2021-09-26 13:37:30+02:00
4.1,249,2021-10-06 15:05:11+02:00
4.1,25,2018-03-08 22:41:27-08:00
4.1,250,2021-10-09 14:09:46+02:00
4.1,251,2021-10-17 10:08:34+02:00
4.1,252,2021-10-20 10:42:06+02:00
4.1,253,2021-10-27 09:51:42+02:00
4.1,254,2021-11-02 18:25:13+01:00
4.1,255,2021-11-12 14:28:26+01:00
4.1,256,2021-11-26 11:40:42+01:00
4.1,257,2021-12-08 08:46:56+01:00
4.1,258,2021-12-14 10:16:58+01:00
4.1,259,2021-12-22 09:18:02+01:00
4.1,26,2018-03-11 16:23:23+01:00
4.1,260,2021-12-29 12:17:37+01:00
4.1,261,2022-01-05 12:33:49+01:00
4.1,262,2022-01-11 13:57:38+01:00
4.1,263,2022-01-27 09:01:02+01:00
4.1,264,2022-01-29 10:17:07+01:00
4.1,265,2022-02-08 18:16:30+01:00
4.1,266,2022-02-11 08:43:36+01:00
4.1,267,2022-02-16 12:44:53+01:00
4.1,268,2022-02-23 11:57:36+01:00
4.1,269,2022-03-02 11:34:01+01:00
